Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	3	256	netdev://[00:00:00:00:00:06]	InInterests	4.8	0.065625	3	0.0410156
0.5	3	256	netdev://[00:00:00:00:00:06]	OutInterests	16	0.21875	10	0.136719
0.5	3	256	netdev://[00:00:00:00:00:06]	InData	12.8	13.1375	8	8.21094
0.5	3	256	netdev://[00:00:00:00:00:06]	OutData	4.8	4.92656	3	3.0791
0.5	3	256	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	4.8	0	3	0
0.5	3	256	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	9.6	0	6	0
0.5	3	256	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	InInterests	28.8	0.39375	18	0.246094
0.5	3	257	netdev://[00:00:00:00:00:07]	OutInterests	40	0.546875	25	0.341797
0.5	3	257	netdev://[00:00:00:00:00:07]	InData	28.8	29.5594	18	18.4746
0.5	3	257	netdev://[00:00:00:00:00:07]	OutData	25.6	26.275	16	16.4219
0.5	3	257	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	25.6	0	16	0
0.5	3	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	28.8	0	18	0
0.5	3	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InInterests	65.6	0.896875	41	0.560547
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutInterests	36.8	0.503125	23	0.314453
0.5	3	258	netdev://[00:00:00:00:00:0f]	InData	33.6	34.4859	21	21.5537
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutData	52.8	54.1922	33	33.8701
0.5	3	258	netdev://[00:00:00:00:00:0f]	InNacks	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutNacks	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InSatisfiedInterests	51.2	0	32	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	InTimedOutInterests	0	0	0	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutSatisfiedInterests	27.2	0	17	0
0.5	3	258	netdev://[00:00:00:00:00:0f]	OutTimedOutInterests	0	0	0	0
0.5	3	259	internal://	InInterests	0	0	0	0
0.5	3	259	internal://	OutInterests	0	0	0	0
0.5	3	259	internal://	InData	0	0	0	0
0.5	3	259	internal://	OutData	0	0	0	0
0.5	3	259	internal://	InNacks	0	0	0	0
0.5	3	259	internal://	OutNacks	0	0	0	0
0.5	3	259	internal://	InSatisfiedInterests	17.6	0	11	0
0.5	3	259	internal://	InTimedOutInterests	0	0	0	0
0.5	3	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	3	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	3	260	appFace://	InInterests	0	0	0	0
0.5	3	260	appFace://	OutInterests	59.2	0.48125	37	0.300781
0.5	3	260	appFace://	InData	59.2	60.7609	37	37.9756
0.5	3	260	appFace://	OutData	0	0	0	0
0.5	3	260	appFace://	InNacks	0	0	0	0
0.5	3	260	appFace://	OutNacks	0	0	0	0
0.5	3	260	appFace://	InSatisfiedInterests	0	0	0	0
0.5	3	260	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	260	appFace://	OutSatisfiedInterests	59.2	0	37	0
0.5	3	260	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	261	appFace://	InInterests	80	0.175	50	0.109375
0.5	3	261	appFace://	OutInterests	0	0	0	0
0.5	3	261	appFace://	InData	0	0	0	0
0.5	3	261	appFace://	OutData	27.2	27.9172	17	17.4482
0.5	3	261	appFace://	InNacks	0	0	0	0
0.5	3	261	appFace://	OutNacks	48	0	30	0
0.5	3	261	appFace://	InSatisfiedInterests	20.8	0	13	0
0.5	3	261	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	261	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	261	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	262	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	3	262	appFace://	OutInterests	0	0	0	0
0.5	3	262	appFace://	InData	0	0	0	0
0.5	3	262	appFace://	OutData	9.6	9.85313	6	6.1582
0.5	3	262	appFace://	InNacks	0	0	0	0
0.5	3	262	appFace://	OutNacks	68.8	0	43	0
0.5	3	262	appFace://	InSatisfiedInterests	9.6	0	6	0
0.5	3	262	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	262	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	262	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	263	appFace://	InInterests	80	0.021875	50	0.0136719
0.5	3	263	appFace://	OutInterests	0	0	0	0
0.5	3	263	appFace://	InData	0	0	0	0
0.5	3	263	appFace://	OutData	6.4	6.56875	4	4.10547
0.5	3	263	appFace://	InNacks	0	0	0	0
0.5	3	263	appFace://	OutNacks	73.6	0	46	0
0.5	3	263	appFace://	InSatisfiedInterests	4.8	0	3	0
0.5	3	263	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	263	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	263	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	264	appFace://	InInterests	80	0.153125	50	0.0957031
0.5	3	264	appFace://	OutInterests	0	0	0	0
0.5	3	264	appFace://	InData	0	0	0	0
0.5	3	264	appFace://	OutData	16	16.4219	10	10.2637
0.5	3	264	appFace://	InNacks	0	0	0	0
0.5	3	264	appFace://	OutNacks	62.4	0	39	0
0.5	3	264	appFace://	InSatisfiedInterests	12.8	0	8	0
0.5	3	264	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	264	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	264	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	265	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	3	265	appFace://	OutInterests	0	0	0	0
0.5	3	265	appFace://	InData	0	0	0	0
0.5	3	265	appFace://	OutData	17.6	18.0641	11	11.29
0.5	3	265	appFace://	InNacks	0	0	0	0
0.5	3	265	appFace://	OutNacks	62.4	0	39	0
0.5	3	265	appFace://	InSatisfiedInterests	14.4	0	9	0
0.5	3	265	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	265	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	265	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	266	appFace://	InInterests	80	0.021875	50	0.0136719
0.5	3	266	appFace://	OutInterests	0	0	0	0
0.5	3	266	appFace://	InData	0	0	0	0
0.5	3	266	appFace://	OutData	6.4	6.56875	4	4.10547
0.5	3	266	appFace://	InNacks	0	0	0	0
0.5	3	266	appFace://	OutNacks	72	0	45	0
0.5	3	266	appFace://	InSatisfiedInterests	6.4	0	4	0
0.5	3	266	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	266	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	266	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	267	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	3	267	appFace://	OutInterests	0	0	0	0
0.5	3	267	appFace://	InData	0	0	0	0
0.5	3	267	appFace://	OutData	16	16.4219	10	10.2637
0.5	3	267	appFace://	InNacks	0	0	0	0
0.5	3	267	appFace://	OutNacks	64	0	40	0
0.5	3	267	appFace://	InSatisfiedInterests	12.8	0	8	0
0.5	3	267	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	267	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	267	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	268	appFace://	InInterests	80	0.109375	50	0.0683594
0.5	3	268	appFace://	OutInterests	0	0	0	0
0.5	3	268	appFace://	InData	0	0	0	0
0.5	3	268	appFace://	OutData	17.6	18.0641	11	11.29
0.5	3	268	appFace://	InNacks	0	0	0	0
0.5	3	268	appFace://	OutNacks	60.8	0	38	0
0.5	3	268	appFace://	InSatisfiedInterests	16	0	10	0
0.5	3	268	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	268	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	268	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	269	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	3	269	appFace://	OutInterests	0	0	0	0
0.5	3	269	appFace://	InData	0	0	0	0
0.5	3	269	appFace://	OutData	16	16.4219	10	10.2637
0.5	3	269	appFace://	InNacks	0	0	0	0
0.5	3	269	appFace://	OutNacks	64	0	40	0
0.5	3	269	appFace://	InSatisfiedInterests	14.4	0	9	0
0.5	3	269	appFace://	InTimedOutInterests	0	0	0	0
0.5	3	269	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	3	269	appFace://	OutTimedOutInterests	0	0	0	0
0.5	3	-1	all	SatisfiedInterests	204.8	0	128	0
0.5	3	-1	all	TimedOutInterests	0	0	0	0
0.5	4	1	internal://	InInterests	0	0	0	0
0.5	4	1	internal://	OutInterests	0	0	0	0
0.5	4	1	internal://	InData	0	0	0	0
0.5	4	1	internal://	OutData	0	0	0	0
0.5	4	1	internal://	InNacks	0	0	0	0
0.5	4	1	internal://	OutNacks	0	0	0	0
0.5	4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	4	1	internal://	OutSatisfiedInterests	17.6	0	11	0
0.5	4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InInterests	38.4	0.525	24	0.328125
0.5	4	256	netdev://[00:00:00:00:00:08]	OutInterests	28.8	0.39375	18	0.246094
0.5	4	256	netdev://[00:00:00:00:00:08]	InData	25.6	26.275	16	16.4219
0.5	4	256	netdev://[00:00:00:00:00:08]	OutData	28.8	29.5594	18	18.4746
0.5	4	256	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	28.8	0	18	0
0.5	4	256	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.5	4	256	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	19.2	0	12	0
0.5	4	256	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InInterests	49.6	0.678125	31	0.423828
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutInterests	44.8	0.6125	28	0.382812
0.5	4	257	netdev://[00:00:00:00:00:0a]	InData	43.2	44.3391	27	27.7119
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutData	43.2	44.3391	27	27.7119
0.5	4	257	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	43.2	0	27	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	36.8	0	23	0
0.5	4	257	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InInterests	52.8	0.721875	33	0.451172
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutInterests	19.2	0.2625	12	0.164062
0.5	4	258	netdev://[00:00:00:00:00:0b]	InData	19.2	19.7063	12	12.3164
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutData	43.2	44.3391	27	27.7119
0.5	4	258	netdev://[00:00:00:00:00:0b]	InNacks	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
0.5	4	258	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	43.2	0	27	0
